DATETIME,R1,R2,R3
1/1/2024 19:15,3294.722443,1211.874818,1914.429746
1/1/2024 19:30,3276.758087,1206.527108,1901.793553
1/1/2024 19:45,3258.79373,1201.179398,1889.15736
1/1/2024 20:00,3240.829373,1195.831688,1876.521168
1/1/2024 20:15,3201.514275,1180.837251,1842.697366
1/1/2024 20:30,3162.199178,1165.842814,1808.873563
1/1/2024 20:45,3122.884081,1150.848376,1775.049761
1/1/2024 21:00,3083.568983,1135.853939,1741.225959
1/1/2024 21:15,3018.986013,1107.793303,1683.627307
1/1/2024 21:30,2954.403043,1079.732668,1626.028655
1/1/2024 21:45,2889.820074,1051.672032,1568.430004
1/1/2024 22:00,2825.237104,1023.611396,1510.831352
1/1/2024 22:15,2778.188056,1001.774243,1471.377372
1/1/2024 22:30,2731.139007,979.9370902,1431.923392
1/1/2024 22:45,2684.089959,958.0999373,1392.469413
1/1/2024 23:00,2637.04091,936.2627844,1353.015433
1/1/2024 23:15,2579.218811,896.4872157,1275.058185
1/1/2024 23:30,2521.396711,856.711647,1197.100937
1/1/2024 23:45,2463.574612,816.9360782,1119.143689
1/2/2024 0:00,2405.752512,777.1605095,1041.186441
1/2/2024 0:15,2395.565447,770.4562515,1030.441518
1/2/2024 0:30,2385.378382,763.7519935,1019.696594
1/2/2024 0:45,2375.191316,757.0477354,1008.951671
1/2/2024 1:00,2365.004251,750.3434774,998.2067471
1/2/2024 1:15,2337.32811,739.3525278,993.2688951
1/2/2024 1:30,2309.651968,728.3615781,988.331043
1/2/2024 1:45,2281.975827,717.3706284,983.393191
1/2/2024 2:00,2254.299685,706.3796788,978.4553389
1/2/2024 2:15,2246.462677,705.779312,987.3449229
1/2/2024 2:30,2238.625668,705.1789451,996.234507
1/2/2024 2:45,2230.78866,704.5785783,1005.124091
1/2/2024 3:00,2222.951651,703.9782114,1014.013675
1/2/2024 3:15,2225.795848,705.016842,1021.38218
1/2/2024 3:30,2228.640044,706.0554727,1028.750686
1/2/2024 3:45,2231.484241,707.0941034,1036.119191
1/2/2024 4:00,2234.328437,708.132734,1043.487696
1/2/2024 4:15,2247.584346,714.3695488,1060.688426
1/2/2024 4:30,2260.840255,720.6063637,1077.889156
1/2/2024 4:45,2274.096164,726.8431785,1095.089885
1/2/2024 5:00,2287.352073,733.0799933,1112.290615
1/2/2024 5:15,2307.487926,742.286696,1133.490202
1/2/2024 5:30,2327.623778,751.4933987,1154.689788
1/2/2024 5:45,2347.75963,760.7001013,1175.889375
1/2/2024 6:00,2367.895483,769.906804,1197.088961
1/2/2024 6:15,2351.150992,770.8315524,1185.427564
1/2/2024 6:30,2334.406501,771.7563008,1173.766167
1/2/2024 6:45,2317.66201,772.6810491,1162.104769
1/2/2024 7:00,2300.917519,773.6057975,1150.443372
1/2/2024 7:15,2099.549405,711.5620039,1049.863866
1/2/2024 7:30,1898.181291,649.5182103,949.28436
1/2/2024 7:45,1696.813176,587.4744166,848.704854
1/2/2024 8:00,1495.445062,525.430623,748.125348
1/2/2024 8:15,1519.241509,537.9181547,761.2132781
1/2/2024 8:30,1543.037956,550.4056864,774.3012083
1/2/2024 8:45,1566.834404,562.893218,787.3891384
1/2/2024 9:00,1590.630851,575.3807497,800.4770685
1/2/2024 9:15,1596.747265,576.1118139,804.6129885
1/2/2024 9:30,1602.863678,576.8428781,808.7489085
1/2/2024 9:45,1608.980092,577.5739423,812.8848284
1/2/2024 10:00,1615.096506,578.3050065,817.0207484
1/2/2024 10:15,1618.581355,576.938068,820.2075951
1/2/2024 10:30,1622.066205,575.5711295,823.3944419
1/2/2024 10:45,1625.551054,574.204191,826.5812886
1/2/2024 11:00,1629.035903,572.8372525,829.7681353
1/2/2024 11:15,1622.959046,567.5965883,823.9256957
1/2/2024 11:30,1616.882188,562.3559241,818.0832561
1/2/2024 11:45,1610.805331,557.1152598,812.2408165
1/2/2024 12:00,1604.728473,551.8745956,806.3983769
1/2/2024 12:15,1586.247397,543.4803263,795.7944455
1/2/2024 12:30,1567.76632,535.086057,785.1905141
1/2/2024 12:45,1549.285244,526.6917877,774.5865828
1/2/2024 13:00,1530.804167,518.2975184,763.9826514
1/2/2024 13:15,1498.657437,505.5313591,752.5456745
1/2/2024 13:30,1466.510707,492.7651997,741.1086976
1/2/2024 13:45,1434.363977,479.9990404,729.6717208
1/2/2024 14:00,1402.217247,467.2328811,718.2347439
1/2/2024 14:15,1430.774524,477.1301515,748.8346068
1/2/2024 14:30,1459.331802,487.027422,779.4344697
1/2/2024 14:45,1487.889079,496.9246924,810.0343325
1/2/2024 15:00,1516.446356,506.8219628,840.6341954
1/2/2024 15:15,1863.846907,626.6527221,991.9027108
1/2/2024 15:30,2211.247458,746.4834813,1143.171226
1/2/2024 15:45,2558.648008,866.3142406,1294.439742
1/2/2024 16:00,2906.048559,986.1449998,1445.708257
1/2/2024 16:15,3002.825458,1017.526451,1472.499821
1/2/2024 16:30,3099.602356,1048.907902,1499.291384
1/2/2024 16:45,3196.379254,1080.289353,1526.082948
1/2/2024 17:00,3293.156153,1111.670804,1552.874511
1/2/2024 17:15,3301.499885,1115.388824,1541.082954
1/2/2024 17:30,3309.843617,1119.106843,1529.291396
1/2/2024 17:45,3318.187348,1122.824862,1517.499839
1/2/2024 18:00,3326.53108,1126.542882,1505.708281
1/2/2024 18:15,3319.235802,1123.864499,1479.14873
1/2/2024 18:30,3311.940523,1121.186117,1452.589179
1/2/2024 18:45,3304.645245,1118.507734,1426.029628
1/2/2024 19:00,3297.349966,1115.829351,1399.470077
1/2/2024 19:15,3272.080264,1105.135944,1367.531295
1/2/2024 19:30,3246.810561,1094.442536,1335.592514
1/2/2024 19:45,3221.540859,1083.749129,1303.653732
1/2/2024 20:00,3196.271156,1073.055721,1271.71495
1/2/2024 20:15,3163.523953,1060.125968,1253.104686
1/2/2024 20:30,3130.77675,1047.196215,1234.494422
1/2/2024 20:45,3098.029547,1034.266461,1215.884157
1/2/2024 21:00,3065.282344,1021.336708,1197.273893
1/2/2024 21:15,2995.039582,998.1568421,1176.637384
1/2/2024 21:30,2924.79682,974.9769762,1156.000874
1/2/2024 21:45,2854.554057,951.7971102,1135.364365
1/2/2024 22:00,2784.311295,928.6172443,1114.727855
1/2/2024 22:15,2715.168466,901.7334453,1097.913048
1/2/2024 22:30,2646.025637,874.8496463,1081.098241
1/2/2024 22:45,2576.882807,847.9658473,1064.283434
1/2/2024 23:00,2507.739978,821.0820483,1047.468627
1/2/2024 23:15,2495.942824,813.632677,1056.447885
1/2/2024 23:30,2484.14567,806.1833058,1065.427143
1/2/2024 23:45,2472.348516,798.7339346,1074.406401
1/3/2024 0:00,2460.551362,791.2845633,1083.385659
1/3/2024 0:15,2452.569426,779.7035602,1061.098823
1/3/2024 0:30,2444.58749,768.1225571,1038.811986
1/3/2024 0:45,2436.605554,756.541554,1016.52515
1/3/2024 1:00,2428.623618,744.9605509,994.2383133
1/3/2024 1:15,2442.132774,753.7206888,1005.320362
1/3/2024 1:30,2455.641931,762.4808266,1016.40241
1/3/2024 1:45,2469.151087,771.2409645,1027.484459
1/3/2024 2:00,2482.660243,780.0011024,1038.566507
1/3/2024 2:15,2528.439034,799.8964332,1066.878966
1/3/2024 2:30,2574.217824,819.7917639,1095.191425
1/3/2024 2:45,2619.996615,839.6870947,1123.503884
1/3/2024 3:00,2665.775406,859.5824254,1151.816343
1/3/2024 3:15,2743.810332,896.5449268,1213.935421
1/3/2024 3:30,2821.845258,933.5074282,1276.054499
1/3/2024 3:45,2899.880184,970.4699296,1338.173576
1/3/2024 4:00,2977.91511,1007.432431,1400.292654
1/3/2024 4:15,3013.585314,1028.828302,1455.743623
1/3/2024 4:30,3049.255518,1050.224172,1511.194591
1/3/2024 4:45,3084.925722,1071.620043,1566.64556
1/3/2024 5:00,3120.595926,1093.015913,1622.096528
1/3/2024 5:15,3138.087879,1111.138065,1617.629736
1/3/2024 5:30,3155.579833,1129.260217,1613.162944
1/3/2024 5:45,3173.071786,1147.382369,1608.696152
1/3/2024 6:00,3190.563739,1165.504521,1604.22936
1/3/2024 6:15,3161.619097,1143.074622,1566.790479
1/3/2024 6:30,3132.674455,1120.644724,1529.351598
1/3/2024 6:45,3103.729813,1098.214825,1491.912716
1/3/2024 7:00,3074.785171,1075.784926,1454.473835
1/3/2024 7:15,2855.232477,989.5435496,1348.553219
1/3/2024 7:30,2635.679783,903.3021731,1242.632602
1/3/2024 7:45,2416.12709,817.0607967,1136.711986
1/3/2024 8:00,2196.574396,730.8194202,1030.79137
1/3/2024 8:15,2181.95159,719.2407855,1023.029341
1/3/2024 8:30,2167.328784,707.6621508,1015.267312
1/3/2024 8:45,2152.705978,696.083516,1007.505283
1/3/2024 9:00,2138.083172,684.5048813,999.7432542
1/3/2024 9:15,2154.306231,685.6213211,1008.156617
1/3/2024 9:30,2170.529291,686.7377609,1016.56998
1/3/2024 9:45,2186.75235,687.8542006,1024.983343
1/3/2024 10:00,2202.975409,688.9706404,1033.396706
1/3/2024 10:15,2208.651437,689.2925682,1039.19616
1/3/2024 10:30,2214.327464,689.6144961,1044.995614
1/3/2024 10:45,2220.003492,689.936424,1050.795068
1/3/2024 11:00,2225.679519,690.2583518,1056.594522
1/3/2024 11:15,2217.153623,687.0632107,1057.167985
1/3/2024 11:30,2208.627726,683.8680695,1057.741449
1/3/2024 11:45,2200.10183,680.6729284,1058.314912
1/3/2024 12:00,2191.575933,677.4777872,1058.888375
1/3/2024 12:15,2166.111928,670.2003759,1046.968801
1/3/2024 12:30,2140.647923,662.9229645,1035.049226
1/3/2024 12:45,2115.183919,655.6455532,1023.129651
1/3/2024 13:00,2089.719914,648.3681418,1011.210077
1/3/2024 13:15,2076.061711,642.6125406,1005.210326
1/3/2024 13:30,2062.403509,636.8569394,999.2105755
1/3/2024 13:45,2048.745306,631.1013381,993.2108248
1/3/2024 14:00,2035.087103,625.3457369,987.211074
1/3/2024 14:15,2112.914311,650.8383929,1024.808885
1/3/2024 14:30,2190.74152,676.3310488,1062.406695
1/3/2024 14:45,2268.568728,701.8237048,1100.004506
1/3/2024 15:00,2346.395936,727.3163607,1137.602316
1/3/2024 15:15,2672.20503,833.002246,1286.881124
1/3/2024 15:30,2998.014123,938.6881314,1436.159932
1/3/2024 15:45,3323.823217,1044.374017,1585.43874
1/3/2024 16:00,3649.63231,1150.059902,1734.717548
1/3/2024 16:15,3622.444202,1159.893031,1711.524359
1/3/2024 16:30,3595.256094,1169.726159,1688.331169
1/3/2024 16:45,3568.067985,1179.559288,1665.13798
1/3/2024 17:00,3540.879877,1189.392416,1641.94479
1/3/2024 17:15,3518.060543,1173.519942,1643.121193
1/3/2024 17:30,3495.241209,1157.647468,1644.297596
1/3/2024 17:45,3472.421875,1141.774994,1645.473999
1/3/2024 18:00,3449.602541,1125.90252,1646.650402
1/3/2024 18:15,3408.12899,1104.375486,1622.17032
1/3/2024 18:30,3366.655438,1082.848453,1597.690238
1/3/2024 18:45,3325.181887,1061.32142,1573.210157
1/3/2024 19:00,3283.708335,1039.794386,1548.730075
1/3/2024 19:15,3223.197492,1016.627097,1501.678624
1/3/2024 19:30,3162.686648,993.4598087,1454.627174
1/3/2024 19:45,3102.175805,970.29252,1407.575723
1/3/2024 20:00,3041.664961,947.1252313,1360.524272
1/3/2024 20:15,2988.833157,924.9902846,1314.712231
1/3/2024 20:30,2936.001353,902.8553379,1268.90019
1/3/2024 20:45,2883.169548,880.7203913,1223.088149
1/3/2024 21:00,2830.337744,858.5854446,1177.276108
1/3/2024 21:15,2785.612212,838.6815613,1146.243256
1/3/2024 21:30,2740.886679,818.7776779,1115.210404
1/3/2024 21:45,2696.161147,798.8737946,1084.177551
1/3/2024 22:00,2651.435614,778.9699112,1053.144699
1/3/2024 22:15,2627.639538,768.7167799,1040.869324
1/3/2024 22:30,2603.843463,758.4636486,1028.59395
1/3/2024 22:45,2580.047387,748.2105173,1016.318575
1/3/2024 23:00,2556.251311,737.957386,1004.0432
1/3/2024 23:15,2557.025696,749.953259,1050.865165
1/3/2024 23:30,2557.800082,761.9491321,1097.687129
1/3/2024 23:45,2558.574467,773.9450051,1144.509094
1/4/2024 0:00,2559.348852,785.9408781,1191.331058
1/4/2024 0:15,2523.061317,775.9978663,1156.811546
1/4/2024 0:30,2486.773782,766.0548546,1122.292033
1/4/2024 0:45,2450.486247,756.1118428,1087.772521
1/4/2024 1:00,2414.198712,746.168831,1053.253008
1/4/2024 1:15,2396.951443,748.9771189,1044.334004
1/4/2024 1:30,2379.704174,751.7854068,1035.415
1/4/2024 1:45,2362.456905,754.5936947,1026.495995
1/4/2024 2:00,2345.209636,757.4019826,1017.576991
1/4/2024 2:15,2336.497016,769.410433,1014.806349
1/4/2024 2:30,2327.784395,781.4188833,1012.035707
1/4/2024 2:45,2319.071774,793.4273337,1009.265064
1/4/2024 3:00,2310.359154,805.435784,1006.494422
1/4/2024 3:15,2316.945255,827.0964957,1016.939712
1/4/2024 3:30,2323.531356,848.7572074,1027.385002
1/4/2024 3:45,2330.117458,870.4179191,1037.830292
1/4/2024 4:00,2336.703559,892.0786308,1048.275582
1/4/2024 4:15,2382.781586,902.9421908,1072.719995
1/4/2024 4:30,2428.859613,913.8057509,1097.164408
1/4/2024 4:45,2474.93764,924.6693109,1121.60882
1/4/2024 5:00,2521.015667,935.5328709,1146.053233
1/4/2024 5:15,2596.720442,949.2532674,1182.208121
1/4/2024 5:30,2672.425217,962.9736638,1218.363009
1/4/2024 5:45,2748.129991,976.6940602,1254.517898
1/4/2024 6:00,2823.834766,990.4144567,1290.672786
1/4/2024 6:15,2802.150731,979.0730533,1291.834629
1/4/2024 6:30,2780.466696,967.7316498,1292.996472
1/4/2024 6:45,2758.782662,956.3902464,1294.158314
1/4/2024 7:00,2737.098627,945.048843,1295.320157
1/4/2024 7:15,2577.963982,884.3531428,1224.901279
1/4/2024 7:30,2418.829337,823.6574427,1154.482401
1/4/2024 7:45,2259.694692,762.9617425,1084.063522
1/4/2024 8:00,2100.560047,702.2660424,1013.644644
1/4/2024 8:15,2060.273792,682.1565357,1003.962914
1/4/2024 8:30,2019.987536,662.0470289,994.2811838
1/4/2024 8:45,1979.701281,641.9375222,984.5994538
1/4/2024 9:00,1939.415025,621.8280155,974.9177237
1/4/2024 9:15,1982.119353,633.0372752,1003.055802
1/4/2024 9:30,2024.823681,644.2465349,1031.193879
1/4/2024 9:45,2067.528009,655.4557946,1059.331957
1/4/2024 10:00,2110.232337,666.6650543,1087.470035
1/4/2024 10:15,2134.113806,669.7052741,1101.787087
1/4/2024 10:30,2157.995275,672.745494,1116.104139
1/4/2024 10:45,2181.876743,675.7857138,1130.421191
1/4/2024 11:00,2205.758212,678.8259336,1144.738243
1/4/2024 11:15,2219.289985,679.6022286,1158.017636
1/4/2024 11:30,2232.821757,680.3785237,1171.29703
1/4/2024 11:45,2246.35353,681.1548187,1184.576423
1/4/2024 12:00,2259.885302,681.9311137,1197.855816
1/4/2024 12:15,2260.515136,684.781077,1203.073141
1/4/2024 12:30,2261.14497,687.6310403,1208.290466
1/4/2024 12:45,2261.774803,690.4810035,1213.507791
1/4/2024 13:00,2262.404637,693.3309668,1218.725116
1/4/2024 13:15,2209.402816,686.3887631,1188.218344
1/4/2024 13:30,2156.400995,679.4465593,1157.711572
1/4/2024 13:45,2103.399173,672.5043556,1127.2048
1/4/2024 14:00,2050.397352,665.5621519,1096.698028
1/4/2024 14:15,2049.721543,681.5176241,1088.575264
1/4/2024 14:30,2049.045735,697.4730963,1080.452499
1/4/2024 14:45,2048.369926,713.4285686,1072.329735
1/4/2024 15:00,2047.694117,729.3840408,1064.20697
1/4/2024 15:15,2339.541991,814.9858956,1216.979084
1/4/2024 15:30,2631.389865,900.5877504,1369.751198
1/4/2024 15:45,2923.237739,986.1896052,1522.523312
1/4/2024 16:00,3215.085613,1071.79146,1675.295426
1/4/2024 16:15,3302.944007,1096.294327,1712.733098
1/4/2024 16:30,3390.802401,1120.797194,1750.170769
1/4/2024 16:45,3478.660795,1145.300061,1787.608441
1/4/2024 17:00,3566.519189,1169.802928,1825.046112
1/4/2024 17:15,3557.585222,1164.348204,1812.457826
1/4/2024 17:30,3548.651254,1158.89348,1799.869539
1/4/2024 17:45,3539.717287,1153.438755,1787.281253
1/4/2024 18:00,3530.783319,1147.984031,1774.692966
1/4/2024 18:15,3511.695463,1134.040299,1756.420087
1/4/2024 18:30,3492.607606,1120.096566,1738.147209
1/4/2024 18:45,3473.519749,1106.152834,1719.87433
1/4/2024 19:00,3454.431893,1092.209102,1701.601451
1/4/2024 19:15,3427.478199,1071.585009,1678.874538
1/4/2024 19:30,3400.524505,1050.960915,1656.147624
1/4/2024 19:45,3373.570811,1030.336822,1633.420711
1/4/2024 20:00,3346.617117,1009.712728,1610.693797
1/4/2024 20:15,3293.899353,988.0354143,1573.957867
1/4/2024 20:30,3241.181588,966.3581006,1537.221937
1/4/2024 20:45,3188.463824,944.6807869,1500.486007
1/4/2024 21:00,3135.746059,923.0034732,1463.750077
1/4/2024 21:15,3074.300573,902.9354744,1423.760729
1/4/2024 21:30,3012.855087,882.8674756,1383.771381
1/4/2024 21:45,2951.409601,862.7994768,1343.782033
1/4/2024 22:00,2889.964115,842.731478,1303.792685
1/4/2024 22:15,2835.42946,834.0871586,1277.469761
1/4/2024 22:30,2780.894806,825.4428392,1251.146837
1/4/2024 22:45,2726.360152,816.7985198,1224.823912
1/4/2024 23:00,2671.825497,808.1542004,1198.500988
1/4/2024 23:15,2654.678769,810.4912719,1191.534027
1/4/2024 23:30,2637.532041,812.8283434,1184.567066
1/4/2024 23:45,2620.385312,815.1654148,1177.600104
1/5/2024 0:00,2603.238584,817.5024863,1170.633143
1/5/2024 0:15,2595.291883,823.1142827,1158.326005
1/5/2024 0:30,2587.345182,828.7260791,1146.018866
1/5/2024 0:45,2579.398481,834.3378754,1133.711728
1/5/2024 1:00,2571.45178,839.9496718,1121.404589
1/5/2024 1:15,2551.1256,849.8768361,1113.283095
1/5/2024 1:30,2530.799421,859.8040005,1105.161601
1/5/2024 1:45,2510.473241,869.7311648,1097.040106
1/5/2024 2:00,2490.147061,879.6583291,1088.918612
1/5/2024 2:15,2484.676126,900.4148431,1088.954281
1/5/2024 2:30,2479.20519,921.1713571,1088.98995
1/5/2024 2:45,2473.734255,941.927871,1089.025619
1/5/2024 3:00,2468.263319,962.684385,1089.061288
1/5/2024 3:15,2476.208092,999.1666143,1097.860677
1/5/2024 3:30,2484.152866,1035.648843,1106.660067
1/5/2024 3:45,2492.097639,1072.131073,1115.459456
1/5/2024 4:00,2500.042412,1108.613302,1124.258845
1/5/2024 4:15,2539.92784,1127.637891,1156.525379
1/5/2024 4:30,2579.813267,1146.66248,1188.791913
1/5/2024 4:45,2619.698695,1165.687068,1221.058447
1/5/2024 5:00,2659.584122,1184.711657,1253.324981
1/5/2024 5:15,2728.184535,1181.694875,1304.947999
1/5/2024 5:30,2796.784948,1178.678092,1356.571017
1/5/2024 5:45,2865.38536,1175.66131,1408.194034
1/5/2024 6:00,2933.985773,1172.644527,1459.817052
1/5/2024 6:15,2946.28726,1157.267337,1458.366478
1/5/2024 6:30,2958.588748,1141.890147,1456.915904
1/5/2024 6:45,2970.890235,1126.512957,1455.465329
1/5/2024 7:00,2983.191722,1111.135767,1454.014755
1/5/2024 7:15,2803.154789,1035.034757,1360.159124
1/5/2024 7:30,2623.117856,958.9337463,1266.303493
1/5/2024 7:45,2443.080922,882.8327359,1172.447862
1/5/2024 8:00,2263.043989,806.7317255,1078.592231
1/5/2024 8:15,2247.551362,794.5972024,1063.41117
1/5/2024 8:30,2232.058734,782.4626792,1048.230109
1/5/2024 8:45,2216.566107,770.3281561,1033.049047
1/5/2024 9:00,2201.073479,758.1936329,1017.867986
1/5/2024 9:15,2233.482964,763.0633295,1028.082834
1/5/2024 9:30,2265.892448,767.933026,1038.297682
1/5/2024 9:45,2298.301933,772.8027226,1048.512529
1/5/2024 10:00,2330.711417,777.6724191,1058.727377
1/5/2024 10:15,2334.984055,771.6183137,1056.961842
1/5/2024 10:30,2339.256692,765.5642082,1055.196307
1/5/2024 10:45,2343.52933,759.5101028,1053.430771
1/5/2024 11:00,2347.801967,753.4559973,1051.665236
1/5/2024 11:15,2346.07467,746.2888438,1046.81947
1/5/2024 11:30,2344.347373,739.1216903,1041.973704
1/5/2024 11:45,2342.620076,731.9545367,1037.127937
1/5/2024 12:00,2340.892779,724.7873832,1032.282171
1/5/2024 12:15,2339.531437,719.6965172,1028.85138
1/5/2024 12:30,2338.170095,714.6056512,1025.420588
1/5/2024 12:45,2336.808753,709.5147853,1021.989797
1/5/2024 13:00,2335.447411,704.4239193,1018.559005
1/5/2024 13:15,2308.376055,699.7425736,1002.642692
1/5/2024 13:30,2281.304698,695.0612279,986.7263791
1/5/2024 13:45,2254.233342,690.3798822,970.8100662
1/5/2024 14:00,2227.161985,685.6985365,954.8937532
1/5/2024 14:15,2225.362341,701.9979566,948.4442268
1/5/2024 14:30,2223.562697,718.2973766,941.9947003
1/5/2024 14:45,2221.763052,734.5967967,935.5451739
1/5/2024 15:00,2219.963408,750.8962168,929.0956474
1/5/2024 15:15,2540.581468,870.1003299,1058.938528
1/5/2024 15:30,2861.199528,989.3044429,1188.781409
1/5/2024 15:45,3181.817588,1108.508556,1318.624289
1/5/2024 16:00,3502.435648,1227.712669,1448.46717
1/5/2024 16:15,3630.932,1250.30475,1521.874527
1/5/2024 16:30,3759.428352,1272.89683,1595.281883
1/5/2024 16:45,3887.924704,1295.488911,1668.68924
1/5/2024 17:00,4016.421056,1318.080991,1742.096597
1/5/2024 17:15,4000.648787,1304.036785,1768.651722
1/5/2024 17:30,3984.876518,1289.992579,1795.206847
1/5/2024 17:45,3969.104248,1275.948372,1821.761971
1/5/2024 18:00,3953.331979,1261.904166,1848.317096
1/5/2024 18:15,3925.764386,1242.331281,1838.309019
1/5/2024 18:30,3898.196793,1222.758395,1828.300943
1/5/2024 18:45,3870.6292,1203.18551,1818.292866
1/5/2024 19:00,3843.061607,1183.612624,1808.284789
1/5/2024 19:15,3813.963187,1155.7317,1794.10669
1/5/2024 19:30,3784.864768,1127.850775,1779.92859
1/5/2024 19:45,3755.766348,1099.969851,1765.750491
1/5/2024 20:00,3726.667928,1072.088926,1751.572391
1/5/2024 20:15,3690.401082,1050.705884,1725.713757
1/5/2024 20:30,3654.134237,1029.322843,1699.855124
1/5/2024 20:45,3617.867391,1007.939801,1673.99649
1/5/2024 21:00,3581.600545,986.5567593,1648.137856
1/5/2024 21:15,3522.302988,973.0029938,1612.010566
1/5/2024 21:30,3463.005432,959.4492283,1575.883275
1/5/2024 21:45,3403.707875,945.8954627,1539.755985
1/5/2024 22:00,3344.410318,932.3416972,1503.628695
1/5/2024 22:15,3257.767659,915.9811531,1457.710838
1/5/2024 22:30,3171.125001,899.620609,1411.792981
1/5/2024 22:45,3084.482342,883.2600648,1365.875124
1/5/2024 23:00,2997.839683,866.8995207,1319.957267
1/5/2024 23:15,2927.94123,879.4623049,1273.748889
1/5/2024 23:30,2858.042778,892.025089,1227.540511
1/5/2024 23:45,2788.144325,904.5878732,1181.332133
1/6/2024 0:00,2718.245872,917.1506573,1135.123755
1/6/2024 0:15,2687.602571,906.2986684,1122.98596
1/6/2024 0:30,2656.959271,895.4466796,1110.848165
